"","ID","URL","Title","body","Country","Group","Protest","Protest_Type","Discrim","Discrim_Type"
"21",158,"https://www.wowcordillera.com/2020/07/australia-is-keen-of-hiring-filipino.html","Australia is keen of hiring Filipino welders, electrical engineers and workers in agricultural sector.","All The WOW News in Cordillera I'm so interested to apply as a welder. How to apply sir/ma'am I'm so interested to apply as a welder. How to apply sir/ma'am Can you please ma'am and sir give me a way on how to apply as a welder? Thank you po Ma'am/Sir Interested po how to apply and what are the requirements bilang worker in agricultural sector. thank you Ma'am/Sir Interested po how to apply and what are the requirements bilang worker in agricultural sector. thank you How to apply What are the requirements for electrical engineers? In some cases, mortgage brokers utilize their present clients to bring in brand-new ones. They request their existing clients for referrals amongst loved ones, close friends as well as coworkers. mortgage lenders whitby utilize advertising presents such as pens, note pads, journals as well as various other such points to calm them right into offering references. Happy new year to the love of my life. Stay the amazing human that you are and keep shining bright wherever you go! Why Do We Celebrate New Year’s Eve?   Photo Courtesy || Jeyrick Sigmaton Cordillera - Igorot actor Jeyrick ""Carrotman"" Sigmaton won the Best Actor for the Int...","AUS","filipino",0,0,0,0
"22",170,"https://www.youtube.com/watch?v=QkFNHhUUYTk","Working, Adulting, and Baking as a Filipino Engineer in Australia - Macey Mapanao","","AUS","filipino",0,0,0,0
"23",187,"https://www.youtube.com/watch?v=WV-wpc69Aek","NAG REPLY NA ANG UNIVERSITY SA AUSTRALIA.. START NA TAYO NG APPLICATION | FILIPINO INDIAN COUPLE","","AUS","none",0,0,0,0
"24",198,"https://www.youtube.com/watch?v=gqVsFqHqPTI","BLACKPINK - 'Ice Cream (with Selena Gomez)' M/V Reaction Video | Filipino LGBT Couple in Australia","","none","none",0,0,0,0
"25",205,"https://www.youtube.com/watch?v=ulObEErekSE","POG | STORY TIME WITH MARSHALL | FILIPINO IN AUSTRALIA | tobringtogether","","none","none",0,0,0,0
"26",207,"https://www.youtube.com/watch?v=Cu6CMdCY4no","6 Reasons Why Filipinos SHOULD NOT Come to Australia","","AUS","filipino",0,0,0,0
"27",208,"https://www.youtube.com/watch?v=p-_SbCMCsT0","Boodle fight | Eating using hands | Filipino in Australia | Food fiesta","","none","filipino",0,0,0,0
"28",213,"https://www.youtube.com/watch?v=TqE0LjpNq3Q","LA PEROUSE, SYDNEY AUSTRALIA 2020 | FILIPINO FAMILY TRAVEL IN AUSTRALIA | tobringtogether","","AUS","none",0,0,0,0
"29",221,"https://www.youtube.com/watch?v=LeIwvlSb3E8","VISIT TO ST MARY MACKILLOP + TIP HOW TO SAVE HERE IN AUSTRALIA | FILIPINO IN AUSTRALIA |","","AUS","none",0,0,0,0
"30",227,"https://www.youtube.com/watch?v=8r4lchZLlYo","MAGKANO ANG NAGASTOS KO PAPUNTANG AUSTRALIA? ï‡¦ï‡º FILIPINO INTERNATIONAL STUDENT  || VELBASILIO","","AUS","none",0,0,0,0
"31",232,"https://www.youtube.com/watch?v=2PCZta_do90","Filipino Mass at St Francis' Church: 13 September 2020 - Melbourne, Australia","","AUS","filipino",0,0,0,0
"32",247,"https://www.youtube.com/watch?v=XbNu42qL1Xc","How much is the Rent here in Australia| Filipino International Student |","","AUS","none",0,0,0,0
"33",251,"https://www.youtube.com/watch?v=SmzCIAdWQSM","Greater Geelong | Filipino International Student in Australia","","AUS","none",0,0,0,0
"34",258,"https://www.youtube.com/watch?v=9y952t2jprI","STARTING A YOUTUBE CHANNEL | THINGS TO KNOW | HOW TO GET 1000 SUBSCRIBERS | FILIPINO IN AUSTRALIA","","none","none",0,0,0,0
"35",264,"https://www.youtube.com/watch?v=9bIdwIvWXFs","How to make Mango Float | Filipino Dessert | Countryside Australia | Famela Mitchell","","none","none",0,0,0,0
"36",269,"https://www.youtube.com/watch?v=CG_drXPJjdM","Chicken Arroz Caldo + Tofu | Filipino Food | Filipino Cooks | Melbourne | Australia","","none","none",0,0,0,0
"37",274,"https://www.youtube.com/watch?v=8u0FiiujSFc","What's in our Fridge? | Ref Tour | Minimalist | Filipino Life in Australia | Lifestyle Vlog","","none","none",0,0,0,0
"38",289,"https://www.youtube.com/watch?v=fSxrFiQKig4","A Day in My Life | Filipino university student | studying ï“–, dog training ï¶ | Australia | Lycel J","","none","none",0,0,0,0
"39",293,"https://www.youtube.com/watch?v=N4qzeEinb3M","Cheese Tasting| Filipino TonqueTwister |Countryside Australia | Famela Mitchell","","none","none",0,0,0,0
"40",297,"https://www.youtube.com/watch?v=p6TdLltgXSU","FILIPINO FAMILY LIFE LIVING IN AUSTRALIA - SUNDAY LUNCH OUT WITH DABARKADS","","none","none",0,0,0,0
"41",NA,"","","NULL","","",NA,NA,NA,NA
"42",NA,"","","NULL","","",NA,NA,NA,NA
"43",NA,"","","NULL","","",NA,NA,NA,NA
"44",NA,"","","NULL","","",NA,NA,NA,NA
"45",NA,"","","NULL","","",NA,NA,NA,NA
"46",NA,"","","NULL","","",NA,NA,NA,NA
"47",NA,"","","NULL","","",NA,NA,NA,NA
"48",NA,"","","NULL","","",NA,NA,NA,NA
"49",NA,"","","NULL","","",NA,NA,NA,NA
"50",NA,"","","NULL","","",NA,NA,NA,NA
"51",NA,"","","NULL","","",NA,NA,NA,NA
"52",NA,"","","NULL","","",NA,NA,NA,NA
"53",NA,"","","NULL","","",NA,NA,NA,NA
"54",NA,"","","NULL","","",NA,NA,NA,NA
"55",NA,"","","NULL","","",NA,NA,NA,NA
"56",NA,"","","NULL","","",NA,NA,NA,NA
"57",NA,"","","NULL","","",NA,NA,NA,NA
"58",NA,"","","NULL","","",NA,NA,NA,NA
"59",NA,"","","NULL","","",NA,NA,NA,NA
"60",NA,"","","NULL","","",NA,NA,NA,NA
"61",NA,"","","NULL","","",NA,NA,NA,NA
"62",NA,"","","NULL","","",NA,NA,NA,NA
"63",NA,"","","NULL","","",NA,NA,NA,NA
"64",NA,"","","NULL","","",NA,NA,NA,NA
"65",NA,"","","NULL","","",NA,NA,NA,NA
"66",NA,"","","NULL","","",NA,NA,NA,NA
"67",NA,"","","NULL","","",NA,NA,NA,NA
"68",NA,"","","NULL","","",NA,NA,NA,NA
"69",NA,"","","NULL","","",NA,NA,NA,NA
"70",NA,"","","NULL","","",NA,NA,NA,NA
"71",NA,"","","NULL","","",NA,NA,NA,NA
"72",NA,"","","NULL","","",NA,NA,NA,NA
"73",NA,"","","NULL","","",NA,NA,NA,NA
"74",NA,"","","NULL","","",NA,NA,NA,NA
"75",NA,"","","NULL","","",NA,NA,NA,NA
"76",NA,"","","NULL","","",NA,NA,NA,NA
"77",NA,"","","NULL","","",NA,NA,NA,NA
"78",NA,"","","NULL","","",NA,NA,NA,NA
"79",NA,"","","NULL","","",NA,NA,NA,NA
"80",NA,"","","NULL","","",NA,NA,NA,NA
"81",NA,"","","NULL","","",NA,NA,NA,NA
"82",NA,"","","NULL","","",NA,NA,NA,NA
"83",NA,"","","NULL","","",NA,NA,NA,NA
"84",NA,"","","NULL","","",NA,NA,NA,NA
"85",NA,"","","NULL","","",NA,NA,NA,NA
"86",NA,"","","NULL","","",NA,NA,NA,NA
"87",NA,"","","NULL","","",NA,NA,NA,NA
"88",NA,"","","NULL","","",NA,NA,NA,NA
"89",NA,"","","NULL","","",NA,NA,NA,NA
"90",NA,"","","NULL","","",NA,NA,NA,NA
"91",NA,"","","NULL","","",NA,NA,NA,NA
"92",NA,"","","NULL","","",NA,NA,NA,NA
"93",NA,"","","NULL","","",NA,NA,NA,NA
"94",NA,"","","NULL","","",NA,NA,NA,NA
"95",NA,"","","NULL","","",NA,NA,NA,NA
"96",NA,"","","NULL","","",NA,NA,NA,NA
"97",NA,"","","NULL","","",NA,NA,NA,NA
"98",NA,"","","NULL","","",NA,NA,NA,NA
"99",NA,"","","NULL","","",NA,NA,NA,NA
"100",NA,"","","NULL","","",NA,NA,NA,NA
"101",NA,"","","NULL","","",NA,NA,NA,NA
"102",NA,"","","NULL","","",NA,NA,NA,NA
"103",NA,"","","NULL","","",NA,NA,NA,NA
"104",NA,"","","NULL","","",NA,NA,NA,NA
"105",NA,"","","NULL","","",NA,NA,NA,NA
"106",NA,"","","NULL","","",NA,NA,NA,NA
"107",NA,"","","NULL","","",NA,NA,NA,NA
"108",NA,"","","NULL","","",NA,NA,NA,NA
"109",NA,"","","NULL","","",NA,NA,NA,NA
"110",NA,"","","NULL","","",NA,NA,NA,NA
"111",NA,"","","NULL","","",NA,NA,NA,NA
"112",NA,"","","NULL","","",NA,NA,NA,NA
"113",NA,"","","NULL","","",NA,NA,NA,NA
"114",NA,"","","NULL","","",NA,NA,NA,NA
"115",NA,"","","NULL","","",NA,NA,NA,NA
"116",NA,"","","NULL","","",NA,NA,NA,NA
"117",NA,"","","NULL","","",NA,NA,NA,NA
"118",NA,"","","NULL","","",NA,NA,NA,NA
"119",NA,"","","NULL","","",NA,NA,NA,NA
"120",NA,"","","NULL","","",NA,NA,NA,NA
"121",NA,"","","NULL","","",NA,NA,NA,NA
"122",NA,"","","NULL","","",NA,NA,NA,NA
"123",NA,"","","NULL","","",NA,NA,NA,NA
"124",NA,"","","NULL","","",NA,NA,NA,NA
"125",NA,"","","NULL","","",NA,NA,NA,NA
"126",NA,"","","NULL","","",NA,NA,NA,NA
"127",NA,"","","NULL","","",NA,NA,NA,NA
"128",NA,"","","NULL","","",NA,NA,NA,NA
"129",NA,"","","NULL","","",NA,NA,NA,NA
"130",NA,"","","NULL","","",NA,NA,NA,NA
"131",NA,"","","NULL","","",NA,NA,NA,NA
"132",NA,"","","NULL","","",NA,NA,NA,NA
"133",NA,"","","NULL","","",NA,NA,NA,NA
"134",NA,"","","NULL","","",NA,NA,NA,NA
"135",NA,"","","NULL","","",NA,NA,NA,NA
"136",NA,"","","NULL","","",NA,NA,NA,NA
"137",NA,"","","NULL","","",NA,NA,NA,NA
"138",NA,"","","NULL","","",NA,NA,NA,NA
"139",NA,"","","NULL","","",NA,NA,NA,NA
"140",NA,"","","NULL","","",NA,NA,NA,NA
"141",NA,"","","NULL","","",NA,NA,NA,NA
"142",NA,"","","NULL","","",NA,NA,NA,NA
"143",NA,"","","NULL","","",NA,NA,NA,NA
"144",NA,"","","NULL","","",NA,NA,NA,NA
"145",NA,"","","NULL","","",NA,NA,NA,NA
"146",NA,"","","NULL","","",NA,NA,NA,NA
"147",NA,"","","NULL","","",NA,NA,NA,NA
"148",NA,"","","NULL","","",NA,NA,NA,NA
"149",NA,"","","NULL","","",NA,NA,NA,NA
"150",NA,"","","NULL","","",NA,NA,NA,NA
"151",NA,"","","NULL","","",NA,NA,NA,NA
"152",NA,"","","NULL","","",NA,NA,NA,NA
"153",NA,"","","NULL","","",NA,NA,NA,NA
"154",NA,"","","NULL","","",NA,NA,NA,NA
"155",NA,"","","NULL","","",NA,NA,NA,NA
"156",NA,"","","NULL","","",NA,NA,NA,NA
"157",NA,"","","NULL","","",NA,NA,NA,NA
"158",NA,"","","NULL","","",NA,NA,NA,NA
"159",NA,"","","NULL","","",NA,NA,NA,NA
"160",NA,"","","NULL","","",NA,NA,NA,NA
"161",NA,"","","NULL","","",NA,NA,NA,NA
"162",NA,"","","NULL","","",NA,NA,NA,NA
"163",NA,"","","NULL","","",NA,NA,NA,NA
"164",NA,"","","NULL","","",NA,NA,NA,NA
"165",NA,"","","NULL","","",NA,NA,NA,NA
"166",NA,"","","NULL","","",NA,NA,NA,NA
"167",NA,"","","NULL","","",NA,NA,NA,NA
"168",NA,"","","NULL","","",NA,NA,NA,NA
"169",NA,"","","NULL","","",NA,NA,NA,NA
"170",NA,"","","NULL","","",NA,NA,NA,NA
"171",NA,"","","NULL","","",NA,NA,NA,NA
"172",NA,"","","NULL","","",NA,NA,NA,NA
"173",NA,"","","NULL","","",NA,NA,NA,NA
"174",NA,"","","NULL","","",NA,NA,NA,NA
"175",NA,"","","NULL","","",NA,NA,NA,NA
"176",NA,"","","NULL","","",NA,NA,NA,NA
"177",NA,"","","NULL","","",NA,NA,NA,NA
"178",NA,"","","NULL","","",NA,NA,NA,NA
"179",NA,"","","NULL","","",NA,NA,NA,NA
"180",NA,"","","NULL","","",NA,NA,NA,NA
"181",NA,"","","NULL","","",NA,NA,NA,NA
"182",NA,"","","NULL","","",NA,NA,NA,NA
"183",NA,"","","NULL","","",NA,NA,NA,NA
"184",NA,"","","NULL","","",NA,NA,NA,NA
"185",NA,"","","NULL","","",NA,NA,NA,NA
"186",NA,"","","NULL","","",NA,NA,NA,NA
"187",NA,"","","NULL","","",NA,NA,NA,NA
"188",NA,"","","NULL","","",NA,NA,NA,NA
"189",NA,"","","NULL","","",NA,NA,NA,NA
"190",NA,"","","NULL","","",NA,NA,NA,NA
"191",NA,"","","NULL","","",NA,NA,NA,NA
"192",NA,"","","NULL","","",NA,NA,NA,NA
"193",NA,"","","NULL","","",NA,NA,NA,NA
"194",NA,"","","NULL","","",NA,NA,NA,NA
"195",NA,"","","NULL","","",NA,NA,NA,NA
"196",NA,"","","NULL","","",NA,NA,NA,NA
"197",NA,"","","NULL","","",NA,NA,NA,NA
"198",NA,"","","NULL","","",NA,NA,NA,NA
"199",NA,"","","NULL","","",NA,NA,NA,NA
"200",NA,"","","NULL","","",NA,NA,NA,NA
"201",NA,"","","NULL","","",NA,NA,NA,NA
"202",NA,"","","NULL","","",NA,NA,NA,NA
"203",NA,"","","NULL","","",NA,NA,NA,NA
"204",NA,"","","NULL","","",NA,NA,NA,NA
"205",NA,"","","NULL","","",NA,NA,NA,NA
"206",NA,"","","NULL","","",NA,NA,NA,NA
"207",NA,"","","NULL","","",NA,NA,NA,NA
"208",NA,"","","NULL","","",NA,NA,NA,NA
"209",NA,"","","NULL","","",NA,NA,NA,NA
"210",NA,"","","NULL","","",NA,NA,NA,NA
"211",NA,"","","NULL","","",NA,NA,NA,NA
"212",NA,"","","NULL","","",NA,NA,NA,NA
"213",NA,"","","NULL","","",NA,NA,NA,NA
"214",NA,"","","NULL","","",NA,NA,NA,NA
"215",NA,"","","NULL","","",NA,NA,NA,NA
"216",NA,"","","NULL","","",NA,NA,NA,NA
"217",NA,"","","NULL","","",NA,NA,NA,NA
"218",NA,"","","NULL","","",NA,NA,NA,NA
"219",NA,"","","NULL","","",NA,NA,NA,NA
"220",NA,"","","NULL","","",NA,NA,NA,NA
"221",NA,"","","NULL","","",NA,NA,NA,NA
"222",NA,"","","NULL","","",NA,NA,NA,NA
"223",NA,"","","NULL","","",NA,NA,NA,NA
"224",NA,"","","NULL","","",NA,NA,NA,NA
"225",NA,"","","NULL","","",NA,NA,NA,NA
"226",NA,"","","NULL","","",NA,NA,NA,NA
"227",NA,"","","NULL","","",NA,NA,NA,NA
"228",NA,"","","NULL","","",NA,NA,NA,NA
"229",NA,"","","NULL","","",NA,NA,NA,NA
"230",NA,"","","NULL","","",NA,NA,NA,NA
"231",NA,"","","NULL","","",NA,NA,NA,NA
"232",NA,"","","NULL","","",NA,NA,NA,NA
"233",NA,"","","NULL","","",NA,NA,NA,NA
"234",NA,"","","NULL","","",NA,NA,NA,NA
"235",NA,"","","NULL","","",NA,NA,NA,NA
"236",NA,"","","NULL","","",NA,NA,NA,NA
"237",NA,"","","NULL","","",NA,NA,NA,NA
"238",NA,"","","NULL","","",NA,NA,NA,NA
"239",NA,"","","NULL","","",NA,NA,NA,NA
"240",NA,"","","NULL","","",NA,NA,NA,NA
"241",NA,"","","NULL","","",NA,NA,NA,NA
"242",NA,"","","NULL","","",NA,NA,NA,NA
