ID,URL,Title,body,body,Country,Group,Protest,Protest_Typ,Discrim,Discrim_Type
479,https://www.thebeltwayreport.com/2020/01/after-criticism-for-vince-vaughn-over-trump-handshake-iraqi-veteran-tells-how-he-met-heroic-vaughn/,After Criticism for Vince Vaughn Over Trump Handshake Iraqi Veteran Tells How He Met Heroic Vaughn - The Beltway Report,,,none,none,0,0,0,0
486,https://www.reuters.com/article/us-iraq-security-sistani-idUSKBN1Z30L0,"Sistani's son welcomes Soleimani, Muhandis funeral in Najaf: Iraqi state TV",,,none,none,0,0,0,0
490,https://www.theguardian.com/culture/2020/jan/29/iraqi-discoveries-help-shed-light-on-british-museum-treasures,Iraqi discoveries help shed light on British Museum treasures,,,none,none,0,0,0,0
517,https://www.fox32chicago.com/news/iran-rocket-attack-on-iraqi-military-base-injured-11-us-service-members-official-reveals,"Iran rocket attack on Iraqi military base injured 11 US service members, official reveals",,,none,none,0,0,0,0
518,https://www.reuters.com/article/us-iraq-security-blast-funeral-idUSKBN1Z209L,Funeral for militiamen killed in U.S. air strike to be held on Saturday: Iraqi militias,,,none,none,0,0,0,0
521,https://www.theblaze.com/news/report-irans-islamic-revolutionary-guard-corps-claims-responsibility-for-missile-strikes-on-us-facilities-in-iraq,Iran's Islamic Revolutionary Guard Corps claims responsibility for missile strikes on Iraqi bases housing US troops,,,none,none,0,0,0,0
586,https://www.reuters.com/article/us-iraq-security-fatih-idUSKBN1Z714A,Iran-allied Iraqi political bloc says Tehran had a right to respond: Iraqi state news agency,,,none,none,0,0,0,0
607,https://news.yahoo.com/34-americans-injured-missile-blast-181808352.html,"34 Americans injured in missile blast at Iraqi base, Pentagon says, tripling earlier estimates",,,none,none,0,0,0,0
644,https://www.almasdarnews.com/article/iraqi-forces-arrest-isis-weapons-smuggler-along-syrian-border/,Iraqi forces arrest ISIS weapons smuggler along Syrian border,,,none,none,0,0,0,0
659,https://www.youtube.com/watch?v=n-yTVfPcc-A,Qasem Soleimani: Iraqi MPs back call to expel US troops - BBC News,,,none,none,0,0,0,0
664,https://news.yahoo.com/7-bombs-struck-iraqi-joint-183835668.html,"7 bombs struck an Iraqi joint military base housing US soldiers, wounding 4",,,none,none,0,0,0,0
665,https://kfiam640.iheart.com/content/2020-01-07-iran-missiles-fired-at-iraqi-air-base-housing-us-troops/,Iran: missiles fired at Iraqi air base housing US troops | KFI AM 640,,,none,none,0,0,0,0
727,https://www.thedailystar.net/middle-east/news/iraqi-parliament-passes-resolution-end-foreign-troop-presence-1849879,Iraqi parliament passes resolution to end foreign troop presence,,,none,none,0,0,0,0
746,https://www.foxnews.com/world/pompeo-hezbollah-iraq-security-forces-to-abandon-duty-protect-americans-us-embassy-baghdad,Pompeo: Hezbollah 'thugs' telling Iraqi security forces to stop protecting US Embassy in Baghdad,,,none,none,0,0,0,0
749,https://time.com/5771459/hundreds-of-thousands-of-protestors-march-in-iraq-amidst-growing-anti-u-s-sentiment/,Thousands of Iraqi Protesters March Amid Anti-U.S. Sentiment,,,none,none,1,1,0,0
754,https://www.newsweek.com/military-aircraft-runway-among-damage-iraqi-base-struck-iran-missiles-1481129,"Military aircraft, runway among damage at Iraqi base struck by Iran missiles",,,none,none,0,0,0,0
756,https://www.adomonline.com/just-in-iraqi-mps-vote-to-expel-us-troops/,Just in: Iraqi MPs vote to expel US troops - Adomonline.com,,,none,none,0,0,0,0
780,http://www.idcommunism.com/2020/01/iraqi-communist-party-demands-ending-of-bloodshed-calls-for-early-elections.html,"Iraqi Communist Party demands the ending of bloodshed, calls for early elections",,,none,none,1,2,0,0
821,https://www.kahawatungu.com/2020/01/04/ugandan-soldiers-involved-running-battles-iraqi-protesters-baghdad/,Over 500 Ugandan Soldiers Involved In Running Battles With Iraqi Protesters In Baghdad,,,none,none,1,2,0,0
877,https://www.alaraby.co.uk/english/comment/2020/1/8/us-military-should-take-iraqi-parliaments-advice-and-leave,US military should take the Iraqi parliament's advice and leave,,,none,none,0,0,0,0
896,https://www.youtube.com/watch?v=t89bSOOsy4c,Ø¯ÙˆØ±Ø© Ø§Ù„Ø£Ø³Ø§Ø³ Ø¯ÙˆØ±Ø© ØªØ¯Ø±ÙŠØ¨ Ø³Ù„ÙƒØ´Ù† Ø¬Ø§Ù†Ø¨ Ù…Ù† ØªØ¯Ø±ÙŠØ¨Ø§Øª Ø§Ù„Ø¬ÙŠØ´ Ø§Ù„Ø¹Ø±Ø§Ù‚ÙŠ 2020 Iraqi army,,,none,none,0,0,0,0
950,https://www.spokesman.com/stories/2020/feb/03/woman-found-dead-in-car-fire-identified-as-iraqi-i/,Woman found dead in car fire identified as Iraqi immigrant; husband arrested,,,none,none,0,0,0,0
955,https://southfront.org/iraqi-shiite-cleric-muqtada-al-sadr-escaped-us-assassination-plot/,Iraqi Shiite Cleric Muqtada Al-Sadr Reportedly Escaped US Assassination Plot,,,none,none,1,2,0,0
971,https://www.washingtonpost.com/world/killing-of-isis-leader-has-not-hurt-groups-operations-says-iraqi-kurdish-leader/2020/02/15/d3e7303a-4ff8-11ea-a4ab-9f389ce8ad30_story.html,"Killing of ISIS leader has not hurt groupâ€™s operations, says Iraqi Kurdish prime minister",,,none,none,0,0,0,0
972,https://t.me/TheBaghdadPostEn,Telegram: Contact &TheBaghdadPostEn,,,none,none,0,0,0,0
1030,https://therundownnews.com/2020/02/reports-former-al-qaeda-member-arrested-in-arizona-for-iraqi-murders/,Reports: Former Al-Qaeda Member Arrested in Arizona for Iraqi Murders - The Rundown News,,,none,none,0,0,0,0
1069,https://www.ynetnews.com/article/HkAnqwlX8,Hezbollah steps in to guide Iraqi militias in Soleimani's wake,,,none,none,1,1,0,0
1072,https://www.thedefensepost.com/2020/02/21/germany-iraq-isis-genocide-yazidi-slave-girl/,Alleged Iraqi ISIS member accused of letting Yazidi â€˜slaveâ€™ girl die to be charged with genocide in Germany,,,none,none,0,0,0,0
1074,https://www.youtube.com/watch?v=FofINMoley8,The Iraqi Joker || Ø§Ù„Ø¬ÙˆÙƒØ± Ø§Ù„Ø¹Ø±Ø§Ù‚ÙŠ,,,none,none,0,0,0,0
1077,https://www.dw.com/en/hawija-iraqi-bomb-victims-demand-dutch-compensation/a-52333351,Hawija: Iraqi bomb victims demand Dutch compensation | Middle East| News and analysis of events in the Arab world,,,none,none,0,0,0,0
1084,https://www.farsnews.ir/en/news/13981121000684/Irai-Leader-Blames-US-Affiliaed-Secriy-Firms-fr-Killing-Presrs,FarsNews Agency Iraqi Leader Blames US-Affiliated Security Firms for Killing Protestors,,,none,none,1,2,0,0
1088,https://ekurd.net/blind-man-brands-iraqi-kurdish-2020-02-14,'Blind' man brands Iraqi Kurdish cleric Kalak a 'liar' in healing video fallout,,,none,none,0,0,0,0
1094,https://www.cbc.ca/news/world/iraq-new-prime-minister-1.5448902,Iraqi factions select new PM-designate after weeks of jockeying | CBC News,,,none,none,0,0,0,0
1162,https://english.alarabiya.net/News/middle-east/2020/02/07/Iraqi-top-Shia-cleric-Sistani-condemns-anti-protests-violence,Iraqi top Shia cleric Sistani condemns anti-protests violence,,,none,none,1,3,0,0
1165,https://www.thetimes.co.uk/article/iraqi-keeper-begs-for-help-to-save-british-war-graves-2v8m6909h,Iraqi keeper begs for help to save British war graves,,,none,none,0,0,0,0
1171,https://www.churchinneed.org/young-iraqi-christian-eyes-future-with-mixture-of-hope-and-dread/,Young Iraqi Christian eyes future with mixture of hope and dread,,,none,none,0,0,0,0
1179,http://iraq-solidarity.blogspot.com/2020/02/iraqi-nurse-spends-weekends-stitching.html,Iraqi nurse spends weekends stitching wounds at protest site,,,none,none,1,2,0,0
1256,"http://content.time.com/time/world/article/0,8599,1722317,00.html",Death Comes for an Iraqi Archbishop,,,none,none,0,0,0,0
1268,https://www.faimission.org/wire/prominent-iraqi-cleric-al-sadr-turns-against-protesters,FAI WIRE: Prominent Iraqi cleric Al-Sadr Turns Against Protesters â€” FAI MISSION,,,none,none,1,2,0,0
1331,https://www.arabamerica.com/what-is-maqam-al-iraqi-and-the-performances-revolving-around-it/,What is Maqam al Iraqi and the Performances Revolving Around It,,,none,none,0,0,0,0
1357,https://newsnowfinland.fi/crime/appeals-court-drops-all-charges-against-iraqi-twins-accused-of-terror-massacre,Appeals Court drops all charges against Iraqi twins accused of terror massacre | News Now Finland,,,none,none,0,0,0,0
1390,https://orient-news.net/en/news_show/177075/0/Hezbollah-steps-in-to-guide-Iraqi-militias-in-Soleimanis-wake,Hezbollah steps in to guide Iraqi militias in Soleimani's wake,,,none,none,1,1,0,0
1394,https://www.youtube.com/watch?v=_z18QHgICUg,Iraqi Shiite Militia Leader Qais Khazali: We May Target U.S. Economic Interests Outside of Iraq,,,none,none,0,0,0,0
1395,https://bulgarianmilitary.com/2020/02/07/the-us-has-killed-an-al-qaeda-leader-shooting-on-iraqi-protesters-russia-blames-israel/,The US has killed an al Qaeda leader; Shooting on Iraqi protesters; Russia blames Israel,,,none,none,1,2,0,0
1416,https://news.yahoo.com/iraqi-officials-protester-shot-killed-134525214.html,"Iraqi officials say protester shot, killed in southern Iraq",,,none,none,1,2,0,0
1431,https://universalfeelings.com/tehran-backed-hezbollah-steps-in-to-guide-iraqi-militias-in-soleimanis-wake/,Tehran-backed Hezbollah steps in to guide Iraqi militias in Soleimani's wake - Universal Feelings,,,none,none,1,2,0,0
1435,http://kirkuknow.com/en/news/61418,Wadi: Germian Region in Iraqi Kurdistan is free of Female Genital Mutilation,,,none,none,0,0,0,0
1443,https://abcnews.go.com/International/wireStory/baghdad-tells-military-officials-minimize-us-reliance-68774818,Iraqi officials say Baghdad wants to minimize reliance on US,,,none,none,0,0,0,0
1458,https://www.youtube.com/watch?v=JU7qjIyDlJs,Weekend Edition: LATEST IRAQ NEWS LIVE STREAM UPDATES! | IQD Iraqi Dinar Currency Exchange RV,,,none,none,0,0,0,0
1497,https://www.wionews.com/world/latest-world-news-rocket-attack-hits-near-us-embassy-in-iraq-capital-militaries-280932,Multiple rockets hit Iraqi base hosting American troops near US embassy; no casualties,,,none,none,0,0,0,0
1498,http://iswresearch.blogspot.com/2020/02/iraqs-political-elite-identify.html,Iraqâ€™s Political Elite Identify Consensus Candidate for Prime Minister-Designee,,,none,none,1,2,0,0
1505,http://saudigazette.com.sa/article/588678,Iraqi protester killed at university sit-in,,,none,none,1,2,0,0
1514,https://www.inbc24plus.com/iraqi-cleric-sadr-tells-followers-to-clear-sit-ins-after-pm-appointed/,Iraqi cleric Sadr tells followers to clear sit-ins after PM appointed | INBC24PLUS,,,none,none,1,3,0,0
1542,https://www.youtube.com/watch?v=YAnKQIGnj-A,Ø§Ù„ÙØ±Ù‚Ù‡ Ø§Ù„Ø°Ù‡Ø¨ÙŠØ© ï‡®ï‡¶Ù„Ø­Ø¸Ø© Ø§Ù„Ù‚Ø¨Ø¶ Ø¹ Ø¯Ø§Ø¹Ø´ ï˜‚ï’ª Ø¬ 2  Iraqi and ISIS forces conduct Mosul,,,none,none,0,0,0,0
1546,https://www.middleeastmonitor.com/20200212-nato-willing-to-expand-iraqi-training-mission-to-meet-trump-demand/,NATO willing to expand Iraqi training mission to meet Trump demand,,,none,none,0,0,0,0
1550,https://www.newsbreak.com/arizona/phoenix/news/0O28yviI/fugitive-wanted-by-iraq-for-murder-of-iraqi-police-officers-arrested-in-arizona,Fugitive Wanted by Iraq for Murder of Iraqi Police Officers Arrested in Arizona | News Break,,,none,none,0,0,0,0
1561,https://www.thenational.ae/arts-culture/music/iraqi-canadian-rapper-ali-gatie-to-perform-at-dubai-s-caesars-palace-later-this-month-1.974322,Iraqi Canadian rapper Ali Gatie to perform at Dubai's Caesars Palace later this month,,,none,none,0,0,0,0
1587,https://thearabweekly.com/alleged-leader-iraqi-al-qaeda-group-arrested-uss-arizona,Alleged leader of Iraqi al-Qaeda group arrested in USâ€™s Arizona,,,none,none,0,0,0,0
1590,https://thepigeonexpress.com/multiple-rockets-hit-an-iraqi-base-hosting-american-troops/,Multiple rockets hit an Iraqi base hosting American troops â€¢ The Pigeon Express,,,none,none,0,0,0,0
1596,https://south-asian-monitor.com/en/world-news/iraqi-president-appoints-mohammed-allawi-as-new-pm,Iraqi president appoints Mohammed Allawi as new PM,,,none,none,0,0,0,0
1627,https://www.thestar.com.my/news/world/2020/02/17/un-envoy-condemns-use-of-hunting-rifles-against-iraqi-protesters,U.N. envoy condemns use of hunting rifles against Iraqi protesters,,,none,none,1,2,0,0
1665,https://www.thenational.ae/world/mena/iraqi-president-barham-salih-names-mohammed-allawi-as-new-prime-minister-1.972558,Iraqi president Barham Salih names Mohammed Allawi as new prime minister,,,none,none,1,2,0,0
1691,https://www.theglobeandmail.com/world/article-rockets-strike-iraqi-base-hosting-us-troops-no-injuries-2/,Rockets strike Iraqi base hosting U.S. troops; no injuries,,,none,none,0,0,0,0
1702,http://hawarnews.com/en/haber/iraqi-writer-and-analyst-iraqi-situation-serious-and-on-brink-h14372.html,Iraqi writer and analyst: Iraqi situation serious and on brink - ANHA | HAWARNEWS | English,,,none,none,1,2,0,0
1706,https://aawsat.com/english/home/article/2136081/un-envoy-condemns-use-hunting-rifles-against-iraqi-protesters,UN Envoy Condemns Use of Hunting Rifles against Iraqi Protesters,,,none,none,1,2,0,0
1710,https://www.algemeiner.com/2020/02/13/iraqi-authorities-reopen-baghdad-bridge-shut-for-months-by-protests/,Iraqi Authorities Reopen Baghdad Bridge Shut for Months by Protests,,,none,none,1,3,0,0
1777,https://www.dailymaverick.co.za/article/2020-02-26-iraqi-security-forces-kill-protester-in-baghdad-police-sources/,Iraqi security forces kill protester in Baghdad -police...,,,none,none,1,2,0,0
1809,https://www.militarytimes.com/flashpoints/2020/03/17/us-hands-over-base-to-iraqi-forces-in-area-known-to-be-a-hotbed-for-iran-backed-militia/,US hands over base to Iraqi forces in area known to be a hotbed for Iran-backed militia,,,none,none,0,0,0,0
1827,https://www.aljazeera.com/news/2020/3/17/rockets-target-iraqi-base-hosting-foreign-troops,Rockets target Iraqi base hosting foreign troops,,,none,none,0,0,0,0
1844,https://worldisraelnews.com/iraqi-tv-coronavirus-is-an-american-plot-like-jewish-genocidal-plots/?ios_app=true,"Iraqi TV: Coronavirus is an American plot, like Jewish genocidal plots | World Israel News",,,none,none,0,0,0,0
1853,https://www.reuters.com/article/us-iraq-security-military-idUSKBN2110L4,Iraqi military says 33 rockets used in Taji base attack,,,none,none,0,0,0,0
1925,https://thehill.com/policy/defense/487559-rockets-hit-iraqi-base-housing-us-troops-report,Rockets hit Iraqi base housing US troops: report,,,none,none,0,0,0,0
1929,https://www.france24.com/en/20200326-three-kidnapped-french-nationals-and-an-iraqi-freed-from-captivity,Three kidnapped French nationals and an Iraqi freed from captivity,,,none,none,0,0,0,0
1975,https://globalinitiative.net/analysis/destruction-or-theft-islamic-state-iraqi-antiquities-and-organized-crime/,"Destruction or theft? Islamic State, Iraqi antiquities and organized crime | Global Initiative",,,none,none,0,0,0,0
1983,https://www.longwarjournal.org/archives/2020/03/purported-new-iraqi-shia-group-claims-attacks-on-camp-taji.php,Purported new Iraqi Shia group claims attacks on Camp Taji | FDD's Long War Journal,,,none,none,0,0,0,0
2035,https://www.arabnews.com/node/1642601/middle-east,Iraqi President Salih names Adnan Al-Zurfi as new prime minister-designate,,,none,none,0,0,0,0
2076,https://www.youtube.com/watch?v=sr0GVT4hYCc,IRAQ NEWS LIVE STREAM UPDATES! | IQD Iraqi Dinar Currency Exchange RV 3/11/20,,,none,none,0,0,0,0
2077,https://english.alaraby.co.uk/News/2020/3/11/Iraqi-government-forces-kill-4-protesters-injure-80,"Iraqi forces kill 4 anti-government protesters, injure 80 as demonstrations continue despite virus measures",,,none,none,1,3,0,0
2103,https://news.yahoo.com/iraqi-military-2-rockets-hit-084922422.html,Iraqi officials say rockets strike Baghdad's Green Zone,,,none,none,0,0,0,0
2113,https://www.wspa.com/news/us-led-forces-pull-out-of-3rd-iraqi-base-this-month/,US-led forces pull out of 3rd Iraqi base this month,,,none,none,0,0,0,0
2130,https://1001iraqithoughts.com/2020/03/02/2020-iraqs-perfect-storm/,2020: Iraqâ€™s Perfect Storm - 1001 Iraqi Thoughts,,,none,none,1,2,0,0
2155,https://www.mideastcenter.org/post/who-is-adnan-zarfi-the-new-iraqi-pm-designate,"Who is Adnan Zarfi (Zurufi), the new Iraqi PM designate: Sources, background and current events",,,none,none,1,0,0,0
2189,https://www.unitad.un.org/news/iraqi-religious-authorities-adopt-interfaith-statement-victims-isil,Iraqi Religious Authorities Adopt Interfaith Statement on Victims of ISIL,,,none,none,0,0,0,0
2225,https://ekurd.net/religious-ceremonies-kurdistan-2020-03-04,All religious ceremonies suspended in Iraqi Kurdistan over coronavirus,,,none,none,0,0,0,0
2229,https://www.youtube.com/watch?v=ms-cLJPjAn4,"Iraqi Researcher: COVID-19 Pandemic Is American Biological Warfare against the Arab, Islamic World",,,none,none,0,0,1,3
2278,https://www.iamrs.edu.iq/iraqi-daily-covid-19-report-21_3_2020/,Iraqi Daily COVID-19 Report (21_3_2020) | Iraqi association for medical researches and studies,,,none,none,0,0,0,0
2285,https://www.iraq-businessnews.com/2020/03/15/women-and-the-iraqi-revolution/,Women and the Iraqi Revolution,,,none,none,1,1,0,0
2298,https://www.dawn.com/news/1544882,US-led forces pull out of third Iraqi base in a month,,,none,none,0,0,0,0
2316,https://www.thefastmode.com/services-and-innovations/16623-iraqi-operator-asiacell-launches-managed-data-security-and-cloud-services,Iraqi Operator Asiacell Launches Managed Data Security and Cloud Services,,,none,none,0,0,0,0
2336,http://www.basnews.com/index.php/en/news/iraq/588832,Iraqi Army Says 33 Katyusha Rockets Landed inside Taji Base,,,none,none,0,0,0,0
2373,https://www.iraq-businessnews.com/2020/03/03/iraqi-politics-continues-to-unravel-as-allawi-withdraws/,Iraqi Politics continues to Unravel as Allawi Withdraws,,,none,none,0,0,0,0
2390,https://www.breitbart.com/national-security/2020/03/03/iraqis-protest-coronavirus-response-make-their-own-screening-facilities/,Iraqi Protesters: â€˜The Real Virus Is Iraqi Politiciansâ€™,,,none,none,1,3,0,0
2446,https://www.aa.com.tr/en/health/iraqi-city-shuts-religious-shrines-over-coronavirus/1750729,Iraqi city shuts religious shrines over coronavirus,,,none,none,0,0,0,0
2448,https://www.sunnewsonline.com/iraqi-shiite-pilgrims-defy-curfews-coronavirus-to-mark-imam-musa-anniversary/,"Iraqi Shiite pilgrims defy curfews, Â coronavirus to mark Imam Musa anniversary",,,none,none,0,0,0,0
2516,https://www.reuters.com/article/iraq-security-usa-iran-president-idUSL8N2B64WY,Iraqi president condemns U.S. air strikes -statement,,,none,none,0,0,0,0
2518,https://www.youtube.com/watch?v=kpjz7PrpUTg,Dabi Sedreg Ali Al Iraqi Ø¶Ø¨ÙŠ ØµØ¯Ø±Ø¬ Ø¹Ù„ÙŠ Ø§Ù„Ø¹Ø±Ø§Ù‚ÙŠ,,,none,none,0,0,0,0
2546,https://www.iraqoilreport.com/news/iraqi-cabinet-decisions-march-10-2020-42581/,"Iraqi Cabinet decisions: March 10, 2020",,,none,none,0,0,0,0
2573,https://dinardetectives.com/adminbill-118/,"ADMINBILL - Dinar Detectives, Dinar Gurus and Iraqi Dinar News Recaps",,,none,none,0,0,0,0
2594,http://musingsoniraq.blogspot.com/2020/03/this-day-in-iraqi-history-mar-15.html,This Day In Iraqi History - Mar 15,,,none,none,0,2,0,0
2602,https://ekurd.net/iraqi-kurdistan-suspends-bus-2020-03-13,"Iraqi Kurdistan suspends bus, minibus systems over coronavirus fears",,,none,none,0,0,0,0
2622,http://musingsoniraq.blogspot.com/2020/03/this-day-in-iraqi-history-mar-19.html,This Day In Iraqi History - Mar 19,,,none,none,0,0,0,0
2626,https://globalnewspakistan.com/iraqi-shiite-bloc-rejects-the-newly-nominated-pm/,Iraqi Shi'ite bloc rejects the newly nominated PM - globalnewspakistan,,,none,none,0,2,0,0
2629,https://orient-news.net/en/news_show/178314/0/Rockets-strike-Iraqi-base-hosting-foreign-forces-for-rd-time-in-a-week,Rockets strike Iraqi base hosting foreign forces for 3rd time in a week,,,none,none,0,0,0,0
2649,https://www.albawaba.com/news/what-are-iraqi-refugees-doing-syrian-camp-1346089,What Are Iraqi Refugees Doing in Syrian Camp? | Al Bawaba,,,none,none,0,0,0,0
2682,https://www.devdiscourse.com/article/international/935791-iraqi-president-condemns-us-air-strikes--statement,Iraqi president condemns U.S. air strikes -statement,,,none,none,0,0,0,0
2694,https://dinardetectives.com/jeff-156/,"Jeff - Dinar Detectives, Dinar Gurus and Iraqi Dinar News Recaps",,,none,none,0,0,0,0
2698,https://www.dinardaily.net/t91940-the-european-union-mission-in-iraq-calls-for-the-speedy-formation-of-the-new-iraqi-government,The European Union mission in Iraq calls for the speedy formation of the new Iraqi government,,,none,none,0,0,0,0
2711,https://www.militarytimes.com/flashpoints/2020/04/04/us-hands-over-another-air-base-to-iraqi-forces/,US hands over another air base to Iraqi forces,,,none,none,0,0,0,0
2723,https://news.abs-cbn.com/life/04/12/20/father-of-modern-iraqi-architecture-dies-of-covid-19,Father of modern Iraqi architecture dies of COVID-19,,,none,none,0,0,0,0
2757,https://gulfnews.com/world/mena/covid-19-stigma-hampers-iraqi-efforts-to-fight-the-coronavirus-1.1586882591236,COVID-19: Stigma hampers Iraqi efforts to fight the coronavirus,,,none,none,0,0,0,0
